,Name,Description,geometry
166,kml_167,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 1  STR_NAME JOO KOON CIRCLE  UNIT_NO 21  POSTCODE 629117  LIC_NO SW14951X000  INC_CRC F1D64DC8D496ACF9  FMEL_UPD_D 20190124162920 ,POINT Z (103.67809636872 1.32460665101076 0)
167,kml_168,Attributes LIC_NAME SHINVA AGRO FOODS PTE. LTD.  BLK_HOUSE 115  STR_NAME TUAS VIEW WALK 1  UNIT_NO   POSTCODE 637734  LIC_NO SW14B28C000  INC_CRC A9DE0AD466C95728  FMEL_UPD_D 20190124162920 ,POINT Z (103.627788892117 1.30091146604893 0)
168,kml_169,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 533  STR_NAME CHOA CHU KANG STREET 51  UNIT_NO 11  POSTCODE 680533  LIC_NO SW15796X000  INC_CRC A16EBC8EBD498EA6  FMEL_UPD_D 20190124162920 ,POINT Z (103.743099576144 1.392073879435 0)
169,kml_170,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 37  STR_NAME TEBAN GARDENS ROAD  UNIT_NO   POSTCODE 600037  LIC_NO SW15968N000  INC_CRC 53A4EFCFCC3D4DFA  FMEL_UPD_D 20190124162920 ,POINT Z (103.742651522893 1.32052027199062 0)
170,kml_171,Attributes LIC_NAME PHAN NEE INVESTMENTS (S) PTE LTD  BLK_HOUSE 500  STR_NAME OLD CHOA CHU KANG ROAD  UNIT_NO 2  POSTCODE 698928  LIC_NO SW16815P000  INC_CRC BAD7F5812CF75584  FMEL_UPD_D 20190124162920 ,POINT Z (103.720857418902 1.37193280471552 0)
171,kml_172,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 249  STR_NAME JURONG EAST STREET 24  UNIT_NO 106  POSTCODE 600249  LIC_NO SW16D83E000  INC_CRC 9AC5B4E2A87A7A6E  FMEL_UPD_D 20190124162920 ,POINT Z (103.739199499869 1.34259104167685 0)
172,kml_173,Attributes LIC_NAME THE QUALITYMART DEPOT PTE. LTD.  BLK_HOUSE 180  STR_NAME DEPOT ROAD  UNIT_NO 4  POSTCODE 109684  LIC_NO SW18581V000  INC_CRC CF9C4895C171420F  FMEL_UPD_D 20190124162920 ,POINT Z (103.803023763143 1.28220136427594 0)
173,kml_174,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 35  STR_NAME STUDENTS WALK  UNIT_NO   POSTCODE 639548  LIC_NO SW18A40J000  INC_CRC 6CF840C05D0A7F10  FMEL_UPD_D 20190124162920 ,POINT Z (103.685418471527 1.34813378503649 0)
174,kml_175,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 451  STR_NAME BUKIT BATOK WEST AVENUE 6  UNIT_NO 10  POSTCODE 650451  LIC_NO SW18F69X000  INC_CRC 3A6DBDBC1432AB52  FMEL_UPD_D 20190124162920 ,POINT Z (103.743948448003 1.35303824733614 0)
175,kml_176,Attributes LIC_NAME HONESTBEE PTE. LTD.  BLK_HOUSE 34  STR_NAME BOON LEAT TERRACE  UNIT_NO   POSTCODE 119866  LIC_NO SW18G66X000  INC_CRC DE2257E6D124282F  FMEL_UPD_D 20190124162920 ,POINT Z (103.797187338711 1.27604519475402 0)
176,kml_177,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 302  STR_NAME TIONG BAHRU ROAD  UNIT_NO 1  POSTCODE 168732  LIC_NO W02072P000  INC_CRC C55DEE69E7AAF209  FMEL_UPD_D 20190124162920 ,POINT Z (103.826935081592 1.28646345680433 0)
177,kml_178,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 166  STR_NAME BUKIT MERAH CENTRAL  UNIT_NO 3527  POSTCODE 150166  LIC_NO W02083K000  INC_CRC 4BE5C143A910D3C6  FMEL_UPD_D 20190124162920 ,POINT Z (103.817642874205 1.28311950277785 0)
178,kml_179,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 360  STR_NAME BALESTIER ROAD  UNIT_NO 0  POSTCODE 329783  LIC_NO W02084J000  INC_CRC 7DE69C15A72F9F33  FMEL_UPD_D 20190124162920 ,POINT Z (103.851055636335 1.32512653292631 0)
179,kml_180,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 50  STR_NAME HAVELOCK ROAD  UNIT_NO 755  POSTCODE 160050  LIC_NO W02086C000  INC_CRC EDD106F54293EF96  FMEL_UPD_D 20190124162920 ,POINT Z (103.826793758818 1.28977814003505 0)
180,kml_181,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 5  STR_NAME TANJONG PAGAR PLAZA  UNIT_NO 1  POSTCODE 81005  LIC_NO W02092J000  INC_CRC FECB787EB52CC718  FMEL_UPD_D 20190124162920 ,POINT Z (103.843006122101 1.27624052975614 0)
181,kml_182,"Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 131  STR_NAME KILLINEY ROAD  UNIT_NO 01,02  POSTCODE 239571  LIC_NO W02239E000  INC_CRC 167A1DC3F2F1FBE8  FMEL_UPD_D 20190124162920 ",POINT Z (103.838533933775 1.29727532047679 0)
182,kml_183,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 1  STR_NAME JELEBU ROAD  UNIT_NO 15  POSTCODE 677743  LIC_NO B02020N000  INC_CRC E3FC0A790D9DA49D  FMEL_UPD_D 20190124162920 ,POINT Z (103.763993951638 1.38054244056369 0)
183,kml_184,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 30  STR_NAME SEMBAWANG DRIVE  UNIT_NO 1/3  POSTCODE 757713  LIC_NO B02021L000  INC_CRC 50949CAD1F658572  FMEL_UPD_D 20190124162920 ,POINT Z (103.819462105427 1.44822653003389 0)
184,kml_185,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 71  STR_NAME WOODLANDS AVENUE 3  UNIT_NO 1  POSTCODE 739044  LIC_NO B02022K000  INC_CRC F1DA7D4DC4AA14B7  FMEL_UPD_D 20190124162920 ,POINT Z (103.774051198699 1.43262602939439 0)
185,kml_186,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 888  STR_NAME WOODLANDS DRIVE 50  UNIT_NO 757  POSTCODE 730888  LIC_NO B02024E000  INC_CRC A76A3FA3060EE880  FMEL_UPD_D 20190124162920 ,POINT Z (103.79513640221 1.43755656449988 0)
186,kml_187,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 414  STR_NAME YISHUN RING ROAD  UNIT_NO 1853  POSTCODE 760414  LIC_NO B02025C000  INC_CRC DB8BB7E530A7811F  FMEL_UPD_D 20190124162920 ,POINT Z (103.846595550971 1.42452848118598 0)
187,kml_188,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 30  STR_NAME WOODLANDS AVENUE 1  UNIT_NO   POSTCODE 739065  LIC_NO B02034B000  INC_CRC AC5343DCF943E46A  FMEL_UPD_D 20190124162920 ,POINT Z (103.781136890158 1.42919468259866 0)
188,kml_189,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 301  STR_NAME YISHUN AVENUE 2  UNIT_NO 2  POSTCODE 769093  LIC_NO B02093B000  INC_CRC 8E1D41DB11B8825E  FMEL_UPD_D 20190124162920 ,POINT Z (103.83499514286 1.42952522056756 0)
189,kml_190,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 849  STR_NAME YISHUN RING ROAD  UNIT_NO 3703  POSTCODE 760849  LIC_NO B02099L000  INC_CRC B35ACF8E2815B407  FMEL_UPD_D 20190124162920 ,POINT Z (103.835218187743 1.41698315581696 0)
190,kml_191,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 628  STR_NAME SENJA ROAD  UNIT_NO 1  POSTCODE 670628  LIC_NO B03099C000  INC_CRC 1330E9CA8B3A45B7  FMEL_UPD_D 20190124162920 ,POINT Z (103.760218439756 1.38509601466743 0)
191,kml_192,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 215  STR_NAME ANG MO KIO AVENUE 1  UNIT_NO 877  POSTCODE 560215  LIC_NO B98014C000  INC_CRC D513E0661525BF90  FMEL_UPD_D 20190124162920 ,POINT Z (103.841624088452 1.36655829857198 0)
192,kml_193,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 1  STR_NAME ORCHID CLUB ROAD  UNIT_NO 34  POSTCODE 769162  LIC_NO B99041L000  INC_CRC F90120CBD2BCBA51  FMEL_UPD_D 20190124162920 ,POINT Z (103.84403989942 1.41103598112316 0)
193,kml_194,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 587  STR_NAME BUKIT TIMAH ROAD  UNIT_NO   POSTCODE 269707  LIC_NO C02034X000  INC_CRC AC7575B726B5FFD7  FMEL_UPD_D 20190124162920 ,POINT Z (103.809999578549 1.32383512680832 0)
194,kml_195,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 451  STR_NAME CLEMENTI AVENUE 3  UNIT_NO 307  POSTCODE 120451  LIC_NO C02035P000  INC_CRC EFB6758D47B36C67  FMEL_UPD_D 20190124162920 ,POINT Z (103.765476758596 1.31248299329666 0)
195,kml_196,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 1  STR_NAME JALAN ANAK BUKIT  UNIT_NO 1  POSTCODE 588996  LIC_NO C02036N000  INC_CRC E5E781D6EA88B7A6  FMEL_UPD_D 20190124162920 ,POINT Z (103.778560473793 1.33865677093942 0)
196,kml_197,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 135  STR_NAME JURONG EAST STREET 13  UNIT_NO 337  POSTCODE 600135  LIC_NO C02037L000  INC_CRC 6D7812A1351B491B  FMEL_UPD_D 20190124162920 ,POINT Z (103.739371389066 1.33375343289468 0)
197,kml_198,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 1  STR_NAME JURONG WEST CENTRAL 2  UNIT_NO 9  POSTCODE 648886  LIC_NO C02038K000  INC_CRC CB59096738AA19D4  FMEL_UPD_D 20190124162920 ,POINT Z (103.706460886826 1.33983014805774 0)
198,kml_199,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 63/66  STR_NAME YUNG KUANG ROAD  UNIT_NO   POSTCODE 610063  LIC_NO C02040A000  INC_CRC 86615D3A14841744  FMEL_UPD_D 20190124162920 ,POINT Z (103.722452888408 1.33205937638185 0)
199,kml_200,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 399  STR_NAME YUNG SHENG ROAD  UNIT_NO   POSTCODE 610399  LIC_NO C02041V000  INC_CRC D5B771676FE02444  FMEL_UPD_D 20190124162920 ,POINT Z (103.720268020639 1.33504201869474 0)
200,kml_201,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 166  STR_NAME BUKIT BATOK WEST AVENUE 8  UNIT_NO   POSTCODE 650166  LIC_NO C02053L000  INC_CRC FD7B034D6FAD7B21  FMEL_UPD_D 20190124162920 ,POINT Z (103.74280788296 1.34716235926513 0)
201,kml_202,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 10  STR_NAME BUKIT BATOK CENTRAL  UNIT_NO 8  POSTCODE 659958  LIC_NO C02104B000  INC_CRC 7229CB311386809E  FMEL_UPD_D 20190124162920 ,POINT Z (103.74933452639 1.3487108014327 0)
202,kml_203,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE BLK 345  STR_NAME JURONG EAST STREET 31  UNIT_NO 29  POSTCODE 600345  LIC_NO C85274C000  INC_CRC E708205620B9F225  FMEL_UPD_D 20190124162920 ,POINT Z (103.731219147651 1.34551209957725 0)
203,kml_204,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 57  STR_NAME DAWSON ROAD  UNIT_NO 1  POSTCODE 142057  LIC_NO CE04086K000  INC_CRC 07108C84A74C8A7C  FMEL_UPD_D 20190124162920 ,POINT Z (103.810958960395 1.29270339832466 0)
204,kml_205,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 19  STR_NAME SERANGOON NORTH AVENUE 5  UNIT_NO 1/2  POSTCODE 554913  LIC_NO CE04561V000  INC_CRC 1D54775F11935375  FMEL_UPD_D 20190124162920 ,POINT Z (103.871996419079 1.37563500165175 0)
205,kml_206,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 71  STR_NAME KALLANG BAHRU  UNIT_NO 531  POSTCODE 330071  LIC_NO CE05295K000  INC_CRC DBA039A142EA9994  FMEL_UPD_D 20190124162920 ,POINT Z (103.870389995935 1.32099294995032 0)
206,kml_207,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 1  STR_NAME JALAN BUKIT MERAH  UNIT_NO 4500  POSTCODE 150001  LIC_NO CE05487V000  INC_CRC B1D48DC85DA7AD12  FMEL_UPD_D 20190124162920 ,POINT Z (103.80824240096 1.28645354374901 0)
207,kml_208,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 491  STR_NAME RIVER VALLEY ROAD  UNIT_NO 14  POSTCODE 248371  LIC_NO CE06044N000  INC_CRC ABBD171C982AD017  FMEL_UPD_D 20190124162920 ,POINT Z (103.826940812301 1.29301786111443 0)
208,kml_209,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 10  STR_NAME SINARAN DRIVE  UNIT_NO 47/48  POSTCODE 307506  LIC_NO CE06L48L000  INC_CRC 3FF83B006AE67CA8  FMEL_UPD_D 20190124162920 ,POINT Z (103.843892126913 1.32042967863542 0)
209,kml_210,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 53  STR_NAME ANG MO KIO AVENUE 3  UNIT_NO 40  POSTCODE 569933  LIC_NO CE06M36N000  INC_CRC 48276C87BC805392  FMEL_UPD_D 20190124162920 ,POINT Z (103.848399235571 1.36924890739397 0)
210,kml_211,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 43  STR_NAME CAMBRIDGE ROAD  UNIT_NO 15  POSTCODE 210043  LIC_NO CE07320C000  INC_CRC 82A43E54FB4A0EA8  FMEL_UPD_D 20190124162920 ,POINT Z (103.849434508531 1.31536303357228 0)
211,kml_212,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 5  STR_NAME UPPER BOON KENG ROAD  UNIT_NO 5  POSTCODE 380005  LIC_NO CE07D83B000  INC_CRC 0E191075531C649A  FMEL_UPD_D 20190124162920 ,POINT Z (103.87254179955 1.31265450087908 0)
212,kml_213,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 18 /20  STR_NAME KIM TIAN ROAD  UNIT_NO   POSTCODE 169252  LIC_NO CE08015J000  INC_CRC FC426D36D4075C0D  FMEL_UPD_D 20190124162920 ,POINT Z (103.829298011427 1.28480734614992 0)
213,kml_214,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 80  STR_NAME LORONG LIMAU  UNIT_NO 191  POSTCODE 320080  LIC_NO CE08H32N000  INC_CRC 89940D98FCE45C3E  FMEL_UPD_D 20190124162920 ,POINT Z (103.855670628839 1.32379607925067 0)
214,kml_215,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 180  STR_NAME KITCHENER ROAD  UNIT_NO 9/10  POSTCODE 208539  LIC_NO CE09H10X000  INC_CRC 1D075CE9A085D43E  FMEL_UPD_D 20190124162920 ,POINT Z (103.856487121487 1.31139349438913 0)
215,kml_216,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 150  STR_NAME SILAT AVENUE  UNIT_NO 44  POSTCODE 160150  LIC_NO CE11F41C000  INC_CRC 517F93EED9F80703  FMEL_UPD_D 20190124162920 ,POINT Z (103.831425859726 1.2770770759001 0)
216,kml_217,"Attributes LIC_NAME JEWISH WELFARE BOARD, SINGAPORE, THE  BLK_HOUSE 24  STR_NAME WATERLOO STREET  UNIT_NO 1  POSTCODE 187950  LIC_NO CE11H82X000  INC_CRC F23B8179A152C849  FMEL_UPD_D 20190124162920 ",POINT Z (103.850599507143 1.29827328917638 0)
217,kml_218,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 6  STR_NAME SCOTTS ROAD  UNIT_NO   POSTCODE 228209  LIC_NO CE11M39P000  INC_CRC 77462D6E4FE0417D  FMEL_UPD_D 20190124162920 ,POINT Z (103.832984361905 1.30585583497043 0)
218,kml_219,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 712  STR_NAME ANG MO KIO AVENUE 6  UNIT_NO 4056  POSTCODE 560712  LIC_NO CE11N90C000  INC_CRC F8BD1A0C6F5C2F81  FMEL_UPD_D 20190124162920 ,POINT Z (103.847082884002 1.37140920462192 0)
219,kml_220,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 100  STR_NAME TRAS STREET  UNIT_NO 1  POSTCODE 79027  LIC_NO CE12H50C000  INC_CRC A560CDE425D02E85  FMEL_UPD_D 20190124162920 ,POINT Z (103.843470740865 1.27458822422728 0)
220,kml_221,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 20  STR_NAME AH HOOD ROAD  UNIT_NO 1  POSTCODE 329984  LIC_NO CE13O90C000  INC_CRC 6EC34C40B1C041F2  FMEL_UPD_D 20190124162920 ,POINT Z (103.846476465683 1.3270848591504 0)
221,kml_222,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 447A  STR_NAME JALAN KAYU  UNIT_NO 2  POSTCODE 791447  LIC_NO CE13R25C000  INC_CRC 9C98A7B3A62B0E57  FMEL_UPD_D 20190124162920 ,POINT Z (103.872490556756 1.3921382839313 0)
222,kml_223,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 3  STR_NAME TEMASEK BOULEVARD  UNIT_NO   POSTCODE 38983  LIC_NO CE13Z03L000  INC_CRC 707D40088A6F5927  FMEL_UPD_D 20190124162920 ,POINT Z (103.857675501543 1.29487905112125 0)
223,kml_224,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 808  STR_NAME FRENCH ROAD  UNIT_NO 1  POSTCODE 200808  LIC_NO CE13Z98K000  INC_CRC B0046E59432ED08F  FMEL_UPD_D 20190124162920 ,POINT Z (103.861311961994 1.30880609469533 0)
224,kml_225,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 16  STR_NAME ENGGOR STREET  UNIT_NO   POSTCODE 79717  LIC_NO CE14G71E000  INC_CRC 68F945CC05F689F1  FMEL_UPD_D 20190124162920 ,POINT Z (103.8443195557 1.27461794177448 0)
225,kml_226,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 33  STR_NAME SENGKANG WEST AVENUE  UNIT_NO 24  POSTCODE 797653  LIC_NO CE14L50J000  INC_CRC 63E9C290729A8097  FMEL_UPD_D 20190124162920 ,POINT Z (103.876067662182 1.39139305725169 0)
226,kml_227,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 279  STR_NAME SENGKANG EAST AVENUE  UNIT_NO 6  POSTCODE 540279  LIC_NO CE15695V000  INC_CRC 3AFDC56CA244253F  FMEL_UPD_D 20190124162920 ,POINT Z (103.892995500981 1.38621835288115 0)
227,kml_228,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 20  STR_NAME LENGKOK BAHRU  UNIT_NO 13  POSTCODE 159053  LIC_NO CE15G35E000  INC_CRC 367B3DC566C976CD  FMEL_UPD_D 20190124162920 ,POINT Z (103.813766343919 1.28668027234677 0)
228,kml_229,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 574  STR_NAME ANG MO KIO AVENUE 10  UNIT_NO 1847  POSTCODE 560574  LIC_NO CE16K18V000  INC_CRC 1E35E0C46465FD7B  FMEL_UPD_D 20190124162920 ,POINT Z (103.856396513475 1.3708945610762 0)
229,kml_230,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 410A  STR_NAME SIN MING AVENUE  UNIT_NO 2  POSTCODE 571410  LIC_NO CE17E43B000  INC_CRC A8542902A6D01A49  FMEL_UPD_D 20190124162920 ,POINT Z (103.835445360583 1.36321586107786 0)
230,kml_231,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 30  STR_NAME BENDEMEER ROAD  UNIT_NO 871  POSTCODE 330030  LIC_NO CE17K55B000  INC_CRC A278D9A9C68882B7  FMEL_UPD_D 20190124162920 ,POINT Z (103.86390532629 1.31909344185792 0)
231,kml_232,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 95  STR_NAME LORONG 4 TOA PAYOH  UNIT_NO 68  POSTCODE 310095  LIC_NO CE17L02A000  INC_CRC 3FAE712FCD9D09BB  FMEL_UPD_D 20190124162920 ,POINT Z (103.848993319083 1.33889072011391 0)
232,kml_233,Attributes LIC_NAME SF (313) PTE. LTD.  BLK_HOUSE 3  STR_NAME TEMASEK BOULEVARD  UNIT_NO 616  POSTCODE 38983  LIC_NO CE17P14L000  INC_CRC 707D4008373C1FB0  FMEL_UPD_D 20190124162920 ,POINT Z (103.857675501543 1.29487905112125 0)
233,kml_234,Attributes LIC_NAME YOUR GROCER PRIVATE LIMITED  BLK_HOUSE 34  STR_NAME JALAN BUKIT HO SWEE  UNIT_NO 870  POSTCODE 160034  LIC_NO CE18R71X000  INC_CRC 2185484A7816B459  FMEL_UPD_D 20190124162920 ,POINT Z (103.827081283638 1.28807688301773 0)
234,kml_235,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 8A  STR_NAME MARINA BOULEVARD  UNIT_NO 44-50  POSTCODE 18984  LIC_NO CE18T11J000  INC_CRC 64A2013F18D25FEE  FMEL_UPD_D 20190124162920 ,POINT Z (103.853349301911 1.28022768611886 0)
235,kml_236,Attributes LIC_NAME PAN PACIFIC INTERNATIONAL HOLDINGS PTE. LTD.  BLK_HOUSE 180  STR_NAME KITCHENER ROAD  UNIT_NO 6  POSTCODE 208539  LIC_NO CE18T88K000  INC_CRC 1D075CE9DF75DFC9  FMEL_UPD_D 20190124162920 ,POINT Z (103.856487121487 1.31139349438913 0)
236,kml_237,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 114  STR_NAME ALJUNIED AVENUE 2  UNIT_NO 75  POSTCODE 380114  LIC_NO E02034P000  INC_CRC 618DDF0CC172A358  FMEL_UPD_D 20190124162920 ,POINT Z (103.886672786663 1.32176644586798 0)
237,kml_238,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 212  STR_NAME BEDOK NORTH STREET 1  UNIT_NO 147  POSTCODE 460212  LIC_NO E02035N000  INC_CRC FBB76B059C1D994A  FMEL_UPD_D 20190124162920 ,POINT Z (103.931640028654 1.32594069682932 0)
238,kml_239,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 152B  STR_NAME SERANGOON NORTH AVENUE 1  UNIT_NO 384  POSTCODE 552152  LIC_NO E02039E000  INC_CRC 2ED98545865DE1C7  FMEL_UPD_D 20190124162920 ,POINT Z (103.873035798474 1.36979940182639 0)
239,kml_240,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 6  STR_NAME MARINE PARADE CENTRAL  UNIT_NO   POSTCODE 449411  LIC_NO E02096K000  INC_CRC B5259E55782463A5  FMEL_UPD_D 20190124162920 ,POINT Z (103.907112664975 1.30141955705642 0)
240,kml_241,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 934  STR_NAME EAST COAST ROAD  UNIT_NO   POSTCODE 459125  LIC_NO E83157K000  INC_CRC AC99C8F975864BA2  FMEL_UPD_D 20190124162920 ,POINT Z (103.92523453825 1.31230752821693 0)
241,kml_242,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 77  STR_NAME CIRCUIT ROAD  UNIT_NO 464/6  POSTCODE 370077  LIC_NO E95315V000  INC_CRC D8DDD1364FF2F745  FMEL_UPD_D 20190124162920 ,POINT Z (103.885349909653 1.32855656927862 0)
242,kml_243,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 239/255  STR_NAME EAST COAST ROAD  UNIT_NO   POSTCODE 428932  LIC_NO E98161V000  INC_CRC 96F10AFEB22C27BF  FMEL_UPD_D 20190124162920 ,POINT Z (103.907988815995 1.30836165161607 0)
243,kml_244,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 221  STR_NAME BOON LAY PLACE  UNIT_NO 200  POSTCODE 640221  LIC_NO J02013A000  INC_CRC C5D382FA8A46B194  FMEL_UPD_D 20190124162920 ,POINT Z (103.712429317152 1.34634819293844 0)
244,kml_245,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 21  STR_NAME CHOA CHU KANG AVENUE 4  UNIT_NO 3  POSTCODE 689812  LIC_NO J96145K000  INC_CRC 4D9DA5784F87535E  FMEL_UPD_D 20190124162920 ,POINT Z (103.744950388654 1.38506836300634 0)
245,kml_246,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 138  STR_NAME TAMPINES STREET 11  UNIT_NO 136  POSTCODE 521138  LIC_NO NE04047K000  INC_CRC 6558AF793E6021B8  FMEL_UPD_D 20190124162920 ,POINT Z (103.945344294717 1.34528144162057 0)
246,kml_247,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 168  STR_NAME PUNGGOL FIELD  UNIT_NO 1  POSTCODE 820168  LIC_NO NE04107V000  INC_CRC 94829DCFB889E7AD  FMEL_UPD_D 20190124162920 ,POINT Z (103.912976438987 1.394184094795 0)
247,kml_248,Attributes LIC_NAME NTUC FAIRPRICE CO-OPERATIVE LTD  BLK_HOUSE 866A  STR_NAME TAMPINES STREET 83  UNIT_NO 1  POSTCODE 521866  LIC_NO NE04114A000  INC_CRC EFDB60DE518B215C  FMEL_UPD_D 20190124162920 ,POINT Z (103.934315234757 1.3554217626792 0)
